Province,Total Area,Number of District,,Name of District,Total Population,Male,Female,Literacy rate in %,Capital
Koshi,25,905 kmÂ²,14,,Bhojpur District, Dhankuta District, Ilam District, Jhapa District, Khotang District, MorangDistrict, Okhaldhunga DistrictPanchthar District, Sankhuwasabha District, Solukhumbu District, Sunsari District, Taplejung District,Terhathum District, Udayapur District,4,534,943,2,166,536,2,368,407,71.22,Biratnagar
Madhesh,9,661 kmÂ²,8,,Bara District, Dhanusha District, Mahottari District, Parsa District, Rautahat District, Saptari District, Sarlahi District, Siraha District,5,404,145,2,717,938,2,686,207,49.54,Janakpur
Bagmati,20,300 kmÂ²,13,,Bhaktapur District, Chitwan District, Dhading District, Dolakha District, Kathmandu District, Kavrepalanchok District, Lalitpur District, Makwanpur District, Nuwakot District, Ramechhap District, Rasuwa District, Sindhuli District, Sindhupalchok District,5,529,452,2,747,633,2,781,819,74.85,Hetuda
Gandaki,21,504 kmÂ²,11,,Baglung District, Gorkha District, Kaski District, Lamjung District, Manang District, Mustang District, Myagdi District, Nawalparasi District
Parbat District, Syangja District, Tanahun District,2,403,757,1,090,808,1,312,949,74.81,Pokhara
Lumbini,22,288 kmÂ²,13,,Arghakhanchi District, Baglung District , Banke District, Bardiya District, Dang Deukhuri District, Gulmi District, Kapilvastu District, Nawalparasi District, Palpa District, Pyuthan District, Rolpa District, Rukum District, Rupandehi District,4,499,272,2,140,316,2,358,956,66.43,Butwal
Karnali,27,984 kmÂ²,10,,Dailekh District, Dolpa District, Humla District, Jajarkot District, Jumla District, Kalikot District, Mugu District, Rukum District, Salyan District, Surkhet District,1,570,418,767,923,802,495,62.77,Birendranagar
SudurPachhim,19,539 kmÂ²,9,,Achham District, Baitadi District, Bajhang District, Bajura District, Dadeldhura District, Darchula District, Doti District, Kailali District, Kanchanpur Distric,2,552,517,1,217,887,1,334,630,63.48,Dhangadhi
